,meta_return,exposure,base_return
2020-01-02,0.010857065935384705,0.6,0.01809510989230784
2020-01-03,-0.004577165543835983,0.6,-0.007628609239726639
2020-01-06,0.00130873647002586,0.6,0.0021812274500431
2020-01-07,-0.001835790364588476,0.6,-0.0030596506076474603
2020-01-08,0.004206186530976576,0.6,0.00701031088496096
2020-01-09,0.007608839200737672,0.6,0.01268139866789612
2020-01-10,-0.001126893314082816,0.6,-0.00187815552347136
2020-01-13,0.008736857823222756,0.6,0.01456142970537126
2020-01-14,-0.004082838642492899,0.6,-0.006804731070821499
2020-01-15,0.001020935012634204,0.6,0.00170155835439034
2020-01-16,0.0068932744402480555,0.6,0.01148879073374676
2020-01-17,0.005671805117135244,0.6,0.009453008528558739
2020-01-21,-0.00019944059062898395,0.6,-0.00033240098438163995
2020-01-22,-0.000613781505618996,0.6,-0.00102296917603166
2020-01-23,0.0021787990864690202,0.6,0.0036313318107817003
2020-01-24,-0.005946183507746891,0.6,-0.009910305846244818
2020-01-27,-0.010542674991854867,0.6,-0.01757112498642478
2020-01-28,0.01075862643281791,0.6,0.01793104405469652
2020-01-29,0.0025645519793782794,0.6,0.0042742532989637995
2020-01-30,0.002271367159314624,0.6,0.00378561193219104
2020-01-31,-0.015836392683793426,0.6,-0.026393987806322378
2020-02-03,0.008059815080406778,0.6976773860201766,0.0115523524796799
2020-02-04,0.01418440674888404,0.6930593184448299,0.02046636755525158
2020-02-05,0.0023521635393050945,0.6465928684791242,0.0036377814448181403
2020-02-06,0.00405660155196879,0.650728742345678,0.00623393633627736
2020-02-07,-0.0036170631863697692,0.651464645746552,-0.0055522018116958005
2020-02-10,0.00895850200214586,0.6568528499186679,0.01363852193570464
2020-02-11,-0.0008252373342440498,0.6430069759563924,-0.0012834033923451802
2020-02-12,0.005512238903617843,0.660355435741547,0.00834738173606138
2020-02-13,0.0006537264028473037,0.666689133724743,0.0009805565589392203
2020-02-14,0.007174672902286683,0.6664246760452557,0.010765917229930819
2020-02-18,0.0014803180087211492,0.668101605376126,0.002215707905518
2020-02-19,0.008888255151254795,0.6749313009566531,0.01316912571495278
2020-02-20,-0.006178612172567769,0.6608155557928572,-0.009349979912556039
2020-02-21,-0.010649241026110286,0.6439488771712406,-0.01653740134293054
2020-02-24,-0.02541283878210999,0.6056147242787251,-0.04196205568214374
2020-02-25,-0.01653730615284525,0.4817444799955524,-0.03432796189589536
2020-02-26,0.00027438276457800463,0.4012992487198405,0.0006837360534645799
2020-02-27,-0.02114373885077517,0.4198032404211848,-0.05036583050088382
2020-02-28,0.000333856243155372,0.3,0.0011128541438512399
2020-03-02,0.01786267394579819,0.3,0.05954224648599396
2020-03-03,-0.008699056361227416,0.3,-0.028996854537424722
2020-03-04,0.013941292395461082,0.3,0.04647097465153694
2020-03-05,-0.009815417988325973,0.3,-0.03271805996108658
2020-03-06,-0.0056250296109963595,0.3,-0.0187500987033212
2020-03-09,-0.023030653597331106,0.3,-0.07676884532443702
2020-03-10,0.018254636456667084,0.3,0.06084878818889028
2020-03-11,-0.01120052684096245,0.3,-0.037335089469874835
2020-03-12,-0.030178092151043164,0.3,-0.10059364050347722
2020-03-13,0.03038936616326641,0.3,0.10129788721088803
2020-03-16,-0.0394981306146466,0.3,-0.13166043538215533
2020-03-17,0.016196009880717076,0.3,0.05398669960239026
2020-03-18,-0.01698639984609729,0.3,-0.0566213328203243
2020-03-19,0.008578884468135659,0.3,0.0285962815604522
2020-03-20,-0.0127212901330153,0.3,-0.042404300443384335
2020-03-23,-0.00060090951883788,0.3,-0.0020030317294596
2020-03-24,0.0288368113598203,0.3,0.09612270453273433
2020-03-25,0.001755361503364656,0.3,0.00585120501121552
2020-03-26,0.014375004043797959,0.3,0.0479166801459932
2020-03-27,-0.010563350506556922,0.3,-0.03521116835518974
2020-03-30,0.009970239936462582,0.3,0.03323413312154194
2020-03-31,-0.004424212779261251,0.3,-0.014747375930870839
2020-04-01,-0.012024285950956769,0.3,-0.040080953169855896
2020-04-02,0.005975805365182434,0.3,0.01991935121727478
2020-04-03,-0.005194928175477726,0.3,-0.01731642725159242
2020-04-06,0.025173704506102044,0.3,0.08391234835367348
2020-04-07,-0.00161991966009258,0.3,-0.0053997322003086
2020-04-08,0.0060188613710186935,0.3,0.02006287123672898
2020-04-09,-0.000853107886252416,0.3,-0.0028436929541747202
2020-04-13,0.006509514528115261,0.3,0.021698381760384203
2020-04-14,0.016331518840105873,0.3,0.05443839613368624
2020-04-15,-0.003699208867217868,0.3,-0.012330696224059561
2020-04-16,0.006177986212051235,0.3,0.02059328737350412
2020-04-17,0.001176314925985548,0.3,0.00392104975328516
2020-04-20,-0.004430644290730585,0.3,-0.014768814302435282
2020-04-21,-0.012730381671135155,0.3,-0.04243460557045052
2020-04-22,0.011779945781648501,0.3,0.03926648593882834
2020-04-23,-0.0026894234030082837,0.3,-0.008964744676694279
2020-04-24,0.005695847484400428,0.3,0.01898615828133476
2020-04-27,0.0041019111621643746,0.3,0.013673037207214581
2020-04-28,-0.00558307476977151,0.3,-0.0186102492325717
2020-04-29,0.0077719952129598965,0.3,0.025906650709866322
2020-04-30,-0.002181618710101062,0.3,-0.00727206236700354
2020-05-01,-0.008299493021078004,0.3,-0.02766497673692668
2020-05-04,0.006629393341690446,0.3,0.02209797780563482
2020-05-05,0.0036102013653509573,0.3,0.012034004551169859
2020-05-06,0.001135371607512846,0.3,0.00378457202504282
2020-05-07,-0.000441121577548902,0.3,-0.00147040525849634
2020-05-08,0.0039957885451324315,0.3,0.013319295150441439
2020-05-11,0.004907188132469898,0.3,0.01635729377489966
2020-05-12,-0.004440061993528466,0.30038501819458935,-0.01478123649513104
2020-05-13,-0.0034014179977774855,0.3,-0.01133805999259162
2020-05-14,0.0036073796209928877,0.3,0.01202459873664296
2020-05-15,0.0031149701431750316,0.3,0.01038323381058344
2020-05-18,0.0032720807979266337,0.3,0.01090693599308878
2020-05-19,-0.0009265513358121441,0.3281378147223522,-0.00282366522308966
2020-05-20,0.0029598791369407113,0.3703474625820114,0.00799216799355082
2020-05-21,-0.00434843742608023,0.4649806600107477,-0.009351867292673462
2020-05-22,0.0012814213248230977,0.43793341463470276,0.0029260642874030995
2020-05-26,-0.004767890766155445,0.47604493658280167,-0.0100156317182593
2020-05-27,-0.001119892034650382,0.47728128185646024,-0.0023463983969670603
2020-05-28,0.0018614389018511935,0.5121596951360566,0.0036344892414009603
2020-05-29,0.0085550033436243,0.5407227819011466,0.015821422048365442
2020-06-01,0.003645305709180669,0.5528219275301669,0.0065939962357621
2020-06-02,0.0007864420588314668,0.6532223732765079,0.00120394231888712
2020-06-03,-0.0016987169769372096,0.7509168220540056,-0.00226219060093854
2020-06-04,-0.003255857401278353,0.79591585218962,-0.0040907055592890405
2020-06-05,0.01096400902537915,0.7825628951265122,0.014010387016377341
2020-06-08,0.0044116979848747,0.7075169370885879,0.00623546625332916
2020-06-09,0.010414303105015059,0.7788042595098319,0.013372170192764059
2020-06-10,0.019752098898660572,0.7483551568093963,0.02639401722421934
2020-06-11,-0.03482140822988819,0.7069598912872369,-0.04925513973145656
2020-06-12,0.001071287328998976,0.3,0.00357095776332992
2020-06-15,0.0032509591673209838,0.3171688704253994,0.01024993141023162
2020-06-16,0.008718420179824512,0.34560228994402153,0.02522674309026328
2020-06-17,0.0005175719344655789,0.3405706051612517,0.0015197199248024398
2020-06-18,0.0011583711845471875,0.3449102309812649,0.00335847151083816
2020-06-19,0.00022870076955440417,0.3543521600718283,0.00064540532081996
2020-06-22,0.004527271579826144,0.32454150543897325,0.0139497460385
2020-06-23,0.0012874889973422537,0.37485326967261084,0.0034346479049435002
2020-06-24,-0.007540407022012654,0.38991283579630365,-0.01933869913929142
2020-06-25,0.004060895883815325,0.33067354438488744,0.01228067969988142
2020-06-26,-0.00777349227480233,0.3535063263308332,-0.02198968362316496
2020-06-29,0.0032599260015786545,0.30061770083218686,0.0108440919897742
2020-06-30,0.009017439835064036,0.3426841390927833,0.026314144153087058
2020-07-01,0.002746730287282862,0.34625485646125576,0.00793268379064658
2020-07-02,0.004078283458924855,0.37247775845025766,0.0109490657264828
2020-07-06,0.01128481844424452,0.386886730261988,0.02916827474698546
2020-07-07,-0.0015225028180786678,0.3684373028965481,-0.00413232538103278
2020-07-08,0.004591211004329573,0.3457172513049948,0.013280248489188542
2020-07-09,0.004376575042073188,0.3640109210225864,0.01202319707820422
2020-07-10,0.002523308733592854,0.3594702351777361,0.0070195206352627
2020-07-13,-0.012312493929600394,0.5428279238752621,-0.02268213072330766
2020-07-14,0.004281650874205258,0.39637608689354975,0.01080199087629404
2020-07-15,0.0013754658818888046,0.4424977653748791,0.0031084131706823996
2020-07-16,-0.00499881877284687,0.49757754150943784,-0.01004631108888594
2020-07-17,0.0017110395446180834,0.479726428602634,0.0035666985235774202
2020-07-20,0.017428070063518784,0.5209725897792391,0.0334529501271917
2020-07-21,-0.0073218950179845445,0.44249011560102103,-0.01654702502911152
2020-07-22,0.005207046366149519,0.420944131385072,0.012369922699756581
2020-07-23,-0.012567377841336621,0.4233710190565076,-0.029684076792368362
2020-07-24,-0.001796872829294291,0.4222331261219481,-0.00425564153575038
2020-07-27,0.006679975761403326,0.42576750187887824,0.01568925700511458
2020-07-28,-0.005453773706579366,0.4184445213397463,-0.01303344512461976
2020-07-29,0.008139430154997247,0.4432488160400164,0.01836311764510708
2020-07-30,-1.6364346614238625e-05,0.4246175519852362,-3.853902538349994e-05
2020-07-31,0.0013062287080832485,0.41869556395415697,0.00311975769637308
2020-08-03,0.008343888022570637,0.4239416998466667,0.019681687424446558
2020-08-04,0.004299772065160394,0.444152745677331,0.00968084089765844
2020-08-05,0.00035556685855295115,0.4494390710573886,0.00079113473093564
2020-08-06,0.004149070173584461,0.462041018225595,0.00897987410191068
2020-08-07,-0.006991192967892283,0.46789441804090237,-0.01494181742360758
2020-08-10,-0.005051638402202917,0.4589956255665356,-0.01100585304264656
2020-08-11,-0.011377357512736936,0.4825036117538309,-0.023579839063549983
2020-08-12,0.017819322581937386,0.4375999684281434,0.040720575565725683
2020-08-13,0.0018510599036762687,0.3946704927526329,0.004690140098303359
2020-08-14,0.0003004797487002612,0.40078798513335323,0.0007497224463959
2020-08-17,0.008367617042682237,0.401335106037173,0.0208494520335014
2020-08-18,0.004353760149780891,0.429329596650795,0.0101408339507563
2020-08-19,-0.002326639386783687,0.44076166987954885,-0.00527867903626808
2020-08-20,0.00680679622308022,0.43215803777377804,0.01575071068478744
2020-08-21,0.004529435499628551,0.4769914704419462,0.00949584170851504
2020-08-24,-0.0009903879247996161,0.4828348377743997,-0.00205119400531402
2020-08-25,0.003510508519917732,0.48812977249375167,0.007191752516924521
2020-08-26,0.014224694397066846,0.5122790015325415,0.027767475056584476
2020-08-27,-0.0035304767261656726,0.4791392736830312,-0.00736837266339644
2020-08-28,0.002780532123992078,0.4590366476508934,0.00605732056083402
2020-08-31,0.01109436425283946,0.4746700464224371,0.02337279197719994
2020-09-01,0.0055207860998901835,0.4744949647922113,0.011635078366548781
2020-09-02,0.0009473232551353588,0.47834660883600993,0.00198041177179146
2020-09-03,-0.028346878182309392,0.47151108245146184,-0.0601192193297545
2020-09-04,-0.003709181758708134,0.3,-0.01236393919569378
2020-09-08,-0.01653170349370283,0.3,-0.05510567831234277
2020-09-09,0.011657264709085163,0.3,0.03885754903028388
2020-09-10,-0.006564018763854629,0.3,-0.0218800625461821
2020-09-11,-0.002167845559499208,0.3,-0.00722615186499736
2020-09-14,0.007349119308615414,0.3,0.02449706436205138
2020-09-15,0.005720693385903732,0.3,0.01906897795301244
2020-09-16,-0.00709260670757595,0.3,-0.0236420223585865
2020-09-17,-0.003857420811246288,0.3,-0.01285806937082096
2020-09-18,-0.0024792317581085574,0.3,-0.008264105860361859
2020-09-21,0.004478571788010396,0.3,0.01492857262670132
2020-09-22,0.002883793373362518,0.3,0.00961264457787506
2020-09-23,-0.011856342132356935,0.3,-0.03952114044118978
2020-09-24,0.0015747825020535,0.3,0.005249275006845
2020-09-25,0.007655830864577123,0.3,0.02551943621525708
2020-09-28,0.005299046824982159,0.3,0.017663489416607198
2020-09-29,0.00048509851831158603,0.3,0.00161699506103862
2020-09-30,0.003475181123825004,0.3,0.01158393707941668
2020-10-01,0.005595588070070142,0.3,0.01865196023356714
2020-10-02,-0.010025147172840023,0.3,-0.03341715724280008
2020-10-05,0.008724469959343548,0.3,0.029081566531145162
2020-10-06,-0.0051252814631773625,0.3,-0.017084271543924542
2020-10-07,0.007701681310103262,0.3,0.02567227103367754
2020-10-08,-0.00025895658291437743,0.32138939875651695,-0.00080574089847488
2020-10-09,0.00465712062175452,0.3540636465600028,0.01315334309806156
2020-10-12,0.007709825907270665,0.3342746828847229,0.02306434289529924
2020-10-13,0.0011580205482944338,0.3718912712218327,0.0031138685898429597
2020-10-14,-0.0030761135549751636,0.36512121831961664,-0.008424910415045839
2020-10-15,-0.0036160986708972808,0.37605374355093024,-0.00961590924943828
2020-10-16,-0.0022939421592874263,0.37119775723878345,-0.0061798384137643995
2020-10-19,-0.006175835618880805,0.3666353947768187,-0.016844624678531678
2020-10-20,0.0009993893132520051,0.3363659712570098,0.00297113679340766
2020-10-21,-0.0028862043821465742,0.33536094950740253,-0.00860626255497546
2020-10-22,-0.000763834092143354,0.39453869367893396,-0.0019360182014617395
2020-10-23,0.0027907594934303195,0.4015627783907928,0.00694974644964332
2020-10-26,-0.00456627685830014,0.4299318937390596,-0.01062093072134716
2020-10-27,0.004017472965467073,0.35652878710401337,0.01126829897271386
2020-10-28,-0.013335602694872111,0.3390176847866544,-0.0393360089850896
2020-10-29,0.005134877109409919,0.3,0.0171162570313664
2020-10-30,-0.010942508735410939,0.3,-0.03647502911803646
2020-11-02,0.001589478548015544,0.3,0.00529826182671848
2020-11-03,0.006199150304640457,0.3,0.02066383434880152
2020-11-04,0.012516228930892187,0.3,0.04172076310297396
2020-11-05,0.01119506717268092,0.33528317334312346,0.03338988670697192
2020-11-06,0.0026632779745414253,0.33727447732822546,0.00789647054126068
2020-11-09,-0.014302291460754724,0.33505180587573996,-0.0426868060698022
2020-11-10,-0.010138155653621146,0.3351309598284439,-0.03025132520973576
2020-11-11,0.01042447102738875,0.3,0.0347482367579625
2020-11-12,-0.001960283596463202,0.3,-0.00653427865487734
2020-11-13,0.00015918773403865094,0.3075457120996659,0.00051760674194366
2020-11-16,0.0007430998133779068,0.3,0.002476999377926356
2020-11-17,0.002289680097381992,0.30002333732373393,0.007631673315170681
2020-11-18,-0.00076427580869265,0.3,-0.0025475860289755
2020-11-19,0.003353930902300128,0.3,0.01117976967433376
2020-11-20,-0.0028267775862628438,0.3,-0.00942259195420948
2020-11-23,-0.001240293318751374,0.3,-0.00413431106250458
2020-11-24,0.002104461329500842,0.3,0.00701487109833614
2020-11-25,0.00227516221555522,0.3057362935365275,0.00744158369043418
2020-11-27,0.002109997952465043,0.3353274862169636,0.00629235013290808
2020-11-30,0.004606774337840986,0.34168047516011846,0.01348269705982514
2020-12-01,0.005397430742463367,0.37750806397137165,0.01429752436459922
2020-12-02,0.000467529061257436,0.37401302642716094,0.00125003416518298
2020-12-03,-0.00044201353113145316,0.37663694870600384,-0.00117357984300282
2020-12-04,0.003316237753313523,0.41903765475975696,0.00791393736492438
2020-12-07,0.005935128692166275,0.4625480726760517,0.012831376980621381
2020-12-08,-0.000635786975318465,0.45368656145577696,-0.00140137934277438
2020-12-09,-0.016313445366044486,0.5960505191664385,-0.02736923271010388
2020-12-10,0.0049048244494771555,0.5958896883546908,0.00823109468972328
2020-12-11,-0.0059171591232909685,0.7356662084976346,-0.0080432661646576
2020-12-14,0.010967235555980065,0.7176718444788434,0.01528168569012794
2020-12-15,0.006189496321619252,0.6685967269445844,0.00925744334691046
2020-12-16,-0.0002701868604700601,0.6894590368396092,-0.00039188239769626
2020-12-17,0.00790111874556369,0.6963243594992071,0.01134689406995058
2020-12-18,0.0019334939661143282,0.6996343085174584,0.00276357797577344
2020-12-21,-0.006778316784479221,0.7151885407823347,-0.009477664137437822
2020-12-22,0.0005090586785976116,0.7341772160109712,0.00069337302696956
2020-12-23,-0.007182533836448335,0.6841953409762906,-0.010497782440610379
2020-12-24,0.0032336741507994907,0.6694997750123749,0.004829985418202299
2020-12-28,0.00553975942614995,0.6981073964924036,0.0079353971236863
2020-12-29,0.0023003678340383312,0.6931788185428578,0.00331857779335204
2020-12-30,0.0016669553588189497,0.693974467904397,0.0024020413371296997
2020-12-31,0.0037070225339157063,0.7277863637132678,0.00509355865779342
2021-01-04,-0.0031314408488086498,0.725672834204512,-0.0043152240254953995
2021-01-05,0.007928425535107074,0.7122232125618583,0.011131939250601821
2021-01-06,-0.009708560249635439,0.7435632025380495,-0.01305680568443492
2021-01-07,0.022453436409508577,0.7389915685084719,0.030383887132605585
2021-01-08,0.007943519964043027,0.590558578416494,0.013450858652062159
2021-01-11,-0.007031560429970917,0.7116378008223103,-0.00988081355690468
2021-01-12,-0.0038395082797888997,0.6494470874244271,-0.00591196473759794
2021-01-13,0.004179443925977144,0.6667256408312175,0.006268611359788959
2021-01-14,-0.0072370015511596,0.7064091116340173,-0.0102447737889726
2021-01-15,-0.007481546032805551,0.6729667641405832,-0.011117259323140439
2021-01-19,0.006465247390701639,0.6340820413515107,0.010196231668888339
2021-01-20,0.020187881570771726,0.6525480042047199,0.030937006075706736
2021-01-21,0.004266709412910129,0.5756862952592232,0.00741151812722742
2021-01-22,0.0010697852052335428,0.5921524104908608,0.0018066044928310798
2021-01-25,0.004561761613941428,0.5854707920801021,0.007791612622952681
2021-01-26,-0.001933651725836203,0.5897997899650964,-0.00327848832559034
2021-01-27,-0.022690977082672426,0.5859915112698728,-0.038722364823169445
2021-01-28,0.001108186765971312,0.3,0.00369395588657104
2021-01-29,-0.002486884567803333,0.40610918715936595,-0.00612368458147544
2021-02-01,0.008733133743869383,0.35667022382140035,0.02448517751300268
2021-02-02,0.005998273351105634,0.3824000393878743,0.0156858596581406
2021-02-03,-0.0072052029757753685,0.4494831851221509,-0.01602997223092404
2021-02-04,-0.0012729295199797519,0.42044999503816244,-0.00302754081341876
2021-02-05,0.00031048559970728843,0.43893378679869577,0.00070736318106604
2021-02-08,0.006085918596602846,0.48707908954971285,0.01249472360275014
2021-02-09,-0.002753617558170525,0.48468077506641727,-0.005681301383974201
2021-02-10,-0.00034189128023724675,0.4848716239548824,-0.0007051171141932198
2021-02-11,0.0031069209991278664,0.4838968436606277,0.00642062670966056
2021-02-12,0.0035581505407103644,0.4912677914661857,0.007242792225582479
2021-02-16,-0.0034992353170593977,0.5107470273804878,-0.00685121034380998
2021-02-17,-0.0038420486289943876,0.5016780730831839,-0.007658394566424139
2021-02-18,-0.0036413377524625824,0.4997146081489622,-0.007286834711418161
2021-02-19,-0.0034116511874807353,0.5508326833940612,-0.006193625197508601
2021-02-22,-0.019273347516002456,0.5590748706626265,-0.034473643025949824
2021-02-23,-0.0023937918942402658,0.47128435400222335,-0.005079294217836421
2021-02-24,0.006217421234126229,0.4814327097191094,0.012914413808222058
2021-02-25,-0.017953788179844294,0.48472151343157943,-0.037039387942038496
2021-02-26,0.002963328541214776,0.4394786005413901,0.00674282783635944
2021-03-01,0.012558260028740316,0.45278918197508566,0.027735335844289943
2021-03-02,-0.007407331503648258,0.4284988193860888,-0.017286702246369683
2021-03-03,-0.013478812737932756,0.4414882831228,-0.030530397415289103
2021-03-04,-0.0116037872071252,0.43967974978866,-0.02639145244397262
2021-03-05,0.00441958046593304,0.39742845497040485,0.01112044296441268
2021-03-08,-0.01387693678106365,0.39924630312175596,-0.03475783413035556
2021-03-09,0.02002974163064653,0.4056887412344875,0.049372190043275976
2021-03-10,-0.002045617003891338,0.31750206627001154,-0.00644284627159464
2021-03-11,0.009494033723771283,0.32762416351651374,0.028978429496372422
2021-03-12,-0.0017385986970517764,0.3138663287386155,-0.00553929662999838
2021-03-15,0.0033519713269580206,0.3234312347929282,0.01036378360025762
2021-03-16,0.0001497030182904506,0.326471156860397,0.00045854898708391995
2021-03-17,0.0012807319377245684,0.32654141423553273,0.00392211181152288
2021-03-18,-0.00951399154773485,0.326025655737793,-0.029181726592052322
2021-03-19,0.0027560778000550335,0.30621158748636407,0.009000566643082259
2021-03-22,0.005152247243979053,0.3080102161102593,0.016727520629168637
2021-03-23,-0.003673209500191514,0.3244747217606521,-0.011320479697956399
2021-03-24,-0.006562244083375858,0.3211126335571413,-0.0204359573483057
2021-03-25,0.0007386584629720685,0.31342509443162914,0.0023567304472271607
2021-03-26,0.006922319848091941,0.34169941169133083,0.02025850677889114
2021-03-29,-0.0010986119725275795,0.33498980116666505,-0.00327953856714878
2021-03-30,-0.002329532044582558,0.3448097151008052,-0.00675599306678908
2021-03-31,0.006789163823802695,0.35450576158779107,0.01915106765372388
2021-04-01,0.004908639633070035,0.36701964355122957,0.013374324015942962
2021-04-05,0.006286834174274591,0.3842456331559217,0.01636149804134138
2021-04-06,-0.0013171327218384947,0.3814712497266153,-0.0034527706158260403
2021-04-07,-3.321268841449897e-05,0.42579623749352113,-7.800136659264005e-05
2021-04-08,0.005321884801982283,0.5247793848390008,0.01014118495454048
2021-04-09,0.002795945271276126,0.5276476851712469,0.0052988866432129005
2021-04-12,0.00041949132716357176,0.5799323138098756,0.00072334532353908
2021-04-13,0.006323388794755332,0.5855632773339873,0.01079881379096228
2021-04-14,-0.004039163533296238,0.5849296589389487,-0.006905383359467879
2021-04-15,0.010066468251933108,0.5772869401256773,0.01743754717496572
