date,spy_return,spy_vol,state,regime
2020-01-31,-0.0181583614169146,0.11989434699561148,2,BULL
2020-02-03,0.0074288520349223,0.1199134717936127,2,BULL
2020-02-04,0.0152412334780036,0.13073699804220273,2,BULL
2020-02-05,0.0115479340519988,0.13524253547544973,2,BULL
2020-02-06,0.0033649100472861,0.134699107881833,2,BULL
2020-02-07,-0.0053296837528855,0.13524014089413383,2,BULL
2020-02-10,0.0074651875705318,0.136409486484032,2,BULL
2020-02-11,0.0017331094961603,0.1348806999187384,2,BULL
2020-02-12,0.0064429425933327,0.1357575438010283,2,BULL
2020-02-13,-0.001066933021577,0.13603547257217002,2,BULL
2020-02-14,0.0016022076793529,0.1335514895671992,2,BULL
2020-02-18,-0.0025775232358358,0.13390348873110589,2,BULL
2020-02-19,0.0047814673782,0.13423298547831986,2,BULL
2020-02-20,-0.00410789226365,0.13546982569137506,2,BULL
2020-02-21,-0.0102985510391951,0.14113809291983054,2,BULL
2020-02-24,-0.0331655071694954,0.18238342290955087,0,BEAR
2020-02-25,-0.0303021288586233,0.20384885530505512,0,BEAR
2020-02-26,-0.003678074627527,0.19883205820803246,0,BEAR
2020-02-27,-0.0449115810131229,0.2495207804075192,0,BEAR
2020-02-28,-0.0042013994142465,0.24783454408776281,0,BEAR
2020-03-02,0.043306599351905,0.29567303917095106,1,RANGE
2020-03-03,-0.028632809372869,0.30813195558888756,1,RANGE
2020-03-04,0.0420328492555814,0.34264785655500146,1,RANGE
2020-03-05,-0.0332414023762532,0.3552912164210799,1,RANGE
2020-03-06,-0.016531002180446,0.35643793920586164,1,RANGE
2020-03-09,-0.0780947521991556,0.4397357601727975,1,RANGE
2020-03-10,0.0517449787704951,0.48745703997667106,1,RANGE
2020-03-11,-0.0487483866408667,0.5080211108257177,1,RANGE
2020-03-12,-0.0956771325792108,0.5885109586951145,1,RANGE
2020-03-13,0.0854862580331157,0.6868637436039398,1,RANGE
2020-03-16,-0.1094238033757722,0.7695203835495347,1,RANGE
2020-03-17,0.0539921780832208,0.8076773641448091,1,RANGE
2020-03-18,-0.0506330814822143,0.8154268475835164,1,RANGE
2020-03-19,0.0021251428123028,0.8169063975787406,1,RANGE
2020-03-20,-0.043094262242589,0.822443345502094,1,RANGE
2020-03-23,-0.0255682247771289,0.8209135827193853,1,RANGE
2020-03-24,0.0906034089231708,0.9024806685790641,1,RANGE
2020-03-25,0.0149700541727741,0.9068105594183944,1,RANGE
2020-03-26,0.058389706033771,0.9275468171838125,1,RANGE
2020-03-27,-0.0297854980473175,0.9318514800706778,1,RANGE
2020-03-30,0.0324755811757577,0.9250434776769089,1,RANGE
2020-03-31,-0.0149053501722855,0.9219419129535372,1,RANGE
2020-04-01,-0.0450049145338669,0.9139132650598962,1,RANGE
2020-04-02,0.0230754264577124,0.9168142485010009,1,RANGE
2020-04-03,-0.0144540069570286,0.9165643963328165,1,RANGE
2020-04-06,0.0671659914356683,0.9124149828132049,1,RANGE
2020-04-07,0.0010193977453121,0.8918967382655167,1,RANGE
2020-04-08,0.0335684676397338,0.8829794232693043,1,RANGE
2020-04-09,0.0152173692416095,0.8050513524422855,1,RANGE
2020-04-13,-0.0091295782817587,0.7513816152924624,1,RANGE
2020-04-14,0.0294922687939072,0.6286351826051109,1,RANGE
2020-04-15,-0.0212478838506259,0.6145440599213486,1,RANGE
2020-04-16,0.0048242704681054,0.5775161509652609,1,RANGE
2020-04-17,0.0270151773538278,0.5806294061489995,1,RANGE
2020-04-20,-0.0176178008294154,0.5564253341507284,1,RANGE
2020-04-21,-0.0303631864749942,0.5608482129563722,1,RANGE
2020-04-22,0.0221945431078762,0.4781621890045922,1,RANGE
2020-04-23,-7.164948502524915e-05,0.47796177826379493,1,RANGE
2020-04-24,0.0139388401727114,0.438484927136512,1,RANGE
2020-04-27,0.0144179957478915,0.4205224379361316,1,RANGE
2020-04-28,-0.0045982449691449,0.41072061080235767,1,RANGE
2020-04-29,0.026178364761801,0.4105647715839837,1,RANGE
2020-04-30,-0.009310527518647,0.36821720603793684,1,RANGE
2020-05-01,-0.0264734775690251,0.38398869490169363,1,RANGE
2020-05-04,0.0027581023207021,0.3765648213314551,1,RANGE
2020-05-05,0.0092394130582147,0.30257553208637644,0,BEAR
2020-05-06,-0.0067788645468404,0.3048698728206068,0,BEAR
2020-05-07,0.0120667741660451,0.28585629359064635,0,BEAR
2020-05-08,0.0165465253781329,0.2866729428536517,0,BEAR
2020-05-11,0.0002048036822548,0.2834810681294153,0,BEAR
2020-05-12,-0.019931388402358,0.27670517005487716,0,BEAR
2020-05-13,-0.0176857128041104,0.27323344082243195,0,BEAR
2020-05-14,0.0119674025017877,0.275783781761196,0,BEAR
2020-05-15,0.0045967190823152,0.25889870731457404,0,BEAR
2020-05-18,0.0304595080417695,0.2712983045672255,0,BEAR
2020-05-19,-0.0102709623432465,0.24736883566941856,0,BEAR
2020-05-20,0.0169878571010626,0.24279029825629347,0,BEAR
2020-05-21,-0.0069039708257669,0.24521507824620584,0,BEAR
2020-05-22,0.0018993899317176,0.24170635155093229,0,BEAR
2020-05-26,0.0123202196995089,0.24041907955766467,0,BEAR
2020-05-27,0.0148792259835721,0.24307984060340163,0,BEAR
2020-05-28,-0.0018453698320536,0.22771722691978494,0,BEAR
2020-05-29,0.0044563961633468,0.22407376580137608,0,BEAR
2020-06-01,0.0040417020972898,0.19634191295234896,0,BEAR
2020-06-02,0.0082800383407546,0.19687483619253257,0,BEAR
2020-06-03,0.0133085272304187,0.19876975741023384,0,BEAR
2020-06-04,-0.0026267685189937,0.19619404551953187,0,BEAR
2020-06-05,0.0256292116336469,0.20852456489924928,0,BEAR
2020-06-08,0.0120875038736349,0.20592381274161436,0,BEAR
2020-06-09,-0.0074564217432203,0.2100892843909159,0,BEAR
2020-06-10,-0.0055800664084254,0.19326682783442187,0,BEAR
2020-06-11,-0.0576490083202335,0.2863155981877127,0,BEAR
2020-06-12,0.0119757293647064,0.28631889319000936,0,BEAR
2020-06-15,0.0093359536082053,0.2870683692170394,0,BEAR
2020-06-16,0.0192473019844123,0.2757235632920689,0,BEAR
2020-06-17,-0.0041536575047397,0.2726249216800914,0,BEAR
2020-06-18,0.0003846656404666,0.2679897443743531,0,BEAR
2020-06-19,-0.0057145642381946,0.2674641193738798,0,BEAR
2020-06-22,0.0064153438517717,0.26777822691340103,0,BEAR
2020-06-23,0.0046034036045969,0.26555676654605165,0,BEAR
2020-06-24,-0.0255088825752454,0.27890975375033056,0,BEAR
2020-06-25,0.0107209201463696,0.28108958395429756,0,BEAR
2020-06-26,-0.0237518209643606,0.2941397264432514,0,BEAR
2020-06-29,0.0146975912323759,0.29863342445185687,0,BEAR
2020-06-30,0.0128094750684413,0.3006821579558403,0,BEAR
2020-07-01,0.0070050506276058,0.2979236003602826,0,BEAR
2020-07-02,0.0055067780343303,0.298326382076638,0,BEAR
2020-07-06,0.0154374686710971,0.2890015865416264,0,BEAR
2020-07-07,-0.0103139751488541,0.287531650336423,0,BEAR
2020-07-08,0.0076486174226866,0.2881009719138815,0,BEAR
2020-07-09,-0.0056927115901997,0.28812840026356734,0,BEAR
2020-07-10,0.0102105310616935,0.19467342311378194,0,BEAR
2020-07-13,-0.008658918070128,0.19589113766254093,0,BEAR
2020-07-14,0.0129589117253055,0.19809754517305575,0,BEAR
2020-07-15,0.0091872497878302,0.18964877560302718,0,BEAR
2020-07-16,-0.0032934497864895,0.18932155151978408,0,BEAR
2020-07-17,0.0028990618252446,0.18929449652765962,0,BEAR
2020-07-20,0.0080814698223827,0.1883061868969841,0,BEAR
2020-07-21,0.00212758453548,0.187752538764707,0,BEAR
2020-07-22,0.0056922104831846,0.18796676904111723,0,BEAR
2020-07-23,-0.0119317291376266,0.16615356687215763,0,BEAR
2020-07-24,-0.0064404548052584,0.1668340402156134,0,BEAR
2020-07-27,0.0072922088748481,0.13637575741755398,2,BULL
2020-07-28,-0.0063420626312722,0.13443315787410415,2,BULL
2020-07-29,0.0122985050852391,0.13393529242244825,2,BULL
2020-07-30,-0.0035679357639758,0.13466696858814445,2,BULL
2020-07-31,0.0079023721666859,0.13572213263049906,2,BULL
2020-08-03,0.0069519268849869,0.1279255799001379,2,BULL
2020-08-04,0.0038626644725299,0.11967780437018269,2,BULL
2020-08-05,0.0062110318696013,0.11897370095059245,2,BULL
2020-08-06,0.0066846441766157,0.11575534548873366,2,BULL
2020-08-07,0.0007177696294711,0.11289735779162134,2,BULL
2020-08-10,0.0029891199933791,0.10472242134042836,2,BULL
2020-08-11,-0.0082549872305405,0.10560997773026577,2,BULL
2020-08-12,0.013942693979623,0.11102113693212186,2,BULL
2020-08-13,-0.0018079729183083,0.11013400910032631,2,BULL
2020-08-14,2.9554612961391055e-05,0.11045469881653304,2,BULL
2020-08-17,0.0031768312774076,0.10841592144874596,2,BULL
2020-08-18,0.0021605410366227,0.10841618972229644,2,BULL
2020-08-19,-0.0041639070817082,0.10969612869852835,2,BULL
2020-08-20,0.0031136286793997,0.09742021167260584,2,BULL
2020-08-21,0.0035474292903943,0.09177100662526848,2,BULL
2020-08-24,0.0101328644616258,0.09412377661421292,2,BULL
2020-08-25,0.0034994302671833,0.0874428585838252,2,BULL
2020-08-26,0.0100254542183759,0.08472964718730622,2,BULL
2020-08-27,0.0021865126077038,0.08086527661791068,2,BULL
2020-08-28,0.0064596792181272,0.08001566038901799,2,BULL
2020-08-31,-0.0036223953279506,0.08284731997418242,2,BULL
2020-09-01,0.0094183454943475,0.08586707683188485,2,BULL
2020-09-02,0.0144640669569471,0.09414764624148307,2,BULL
2020-09-03,-0.0344142189335431,0.16410637879297282,0,BEAR
2020-09-04,-0.0081650634273129,0.1677850931380297,0,BEAR
2020-09-08,-0.0273225805178983,0.1957523980660206,0,BEAR
2020-09-09,0.0197472378094074,0.20560876560806543,0,BEAR
2020-09-10,-0.0173634134248283,0.20970405610445503,0,BEAR
2020-09-11,0.0005091229461327,0.20966559015340144,0,BEAR
2020-09-14,0.0131709600061808,0.21508287015154345,0,BEAR
2020-09-15,0.0050524843637695,0.21551498483495277,0,BEAR
2020-09-16,-0.0039686238880246,0.2159568436792856,0,BEAR
2020-09-17,-0.0087953361612407,0.21779200440221158,0,BEAR
2020-09-18,-0.0115127707777265,0.22107863614039625,0,BEAR
2020-09-21,-0.0111294342730374,0.22333577860731807,0,BEAR
2020-09-22,0.0101843998322315,0.2233717022312559,0,BEAR
2020-09-23,-0.0231910653898563,0.23510751344803857,0,BEAR
2020-09-24,0.0026653920923749,0.23115359212003286,0,BEAR
2020-09-25,0.0161669253795568,0.2406707763512581,0,BEAR
2020-09-28,0.0166096349765425,0.2483041875600818,0,BEAR
2020-09-29,-0.0054459892245374,0.24853919644684508,0,BEAR
2020-09-30,0.0075819141589617,0.24748718876213469,0,BEAR
2020-10-01,0.0064197836353605,0.24186165072988933,0,BEAR
2020-10-02,-0.0094943623266321,0.21291105059833051,0,BEAR
2020-10-05,0.0177330217083546,0.22168501935355472,0,BEAR
2020-10-06,-0.0142159486024955,0.20457488578156333,0,BEAR
2020-10-07,0.0174068196887409,0.2018098817661903,0,BEAR
2020-10-08,0.0088622405789857,0.19241233075471678,0,BEAR
2020-10-09,0.0089303186078752,0.19401862652372198,0,BEAR
2020-10-12,0.0160875114582201,0.19647628254866933,0,BEAR
2020-10-13,-0.0065260138783412,0.1986099363671947,0,BEAR
2020-10-14,-0.0062833522952268,0.1996562262582327,0,BEAR
2020-10-15,-0.0012356847642192,0.19620796536905435,0,BEAR
2020-10-16,-0.0006044820482625,0.18998008447375858,0,BEAR
2020-10-19,-0.0152032498035994,0.1943635821994666,0,BEAR
2020-10-20,0.0040058358161214,0.19227496546177375,0,BEAR
2020-10-21,-0.0018931460559313,0.1686582554043487,0,BEAR
2020-10-22,0.0054853055101833,0.16886358556237532,0,BEAR
2020-10-23,0.0033950246192875,0.16181382528262855,0,BEAR
2020-10-26,-0.0184799917431621,0.16923300248468726,0,BEAR
2020-10-27,-0.0034472424382195,0.16839713248328272,0,BEAR
2020-10-28,-0.0341791135038755,0.2072651127195479,0,BEAR
2020-10-29,0.0101635125256884,0.2094954242806949,0,BEAR
2020-10-30,-0.0104247144583401,0.21002260638330758,0,BEAR
2020-11-02,0.0112083821811286,0.2034699341395582,0,BEAR
2020-11-03,0.0176557671280179,0.20813360409006218,0,BEAR
2020-11-04,0.0223494947242803,0.21419001541151925,0,BEAR
2020-11-05,0.0195026554782211,0.222858814342649,0,BEAR
2020-11-06,-0.0002283524287896,0.22091281945492997,0,BEAR
2020-11-09,0.0125655338793102,0.2179651375533149,0,BEAR
2020-11-10,-0.0014662987415851,0.21657090675500004,0,BEAR
2020-11-11,0.007428410070418,0.21622250824858122,0,BEAR
2020-11-12,-0.0097009555515319,0.21961603682897843,0,BEAR
2020-11-13,0.013844532468404,0.22423778205437353,0,BEAR
2020-11-16,0.0124826672915794,0.21812579657102465,0,BEAR
2020-11-17,-0.0053785679862693,0.22009418088651725,0,BEAR
2020-11-18,-0.0120347305418661,0.22567918692208502,0,BEAR
2020-11-19,0.0042104044817354,0.22546609737451248,0,BEAR
2020-11-20,-0.0068479769309666,0.22753164976829948,0,BEAR
2020-11-23,0.0059944077080564,0.2153413322011245,0,BEAR
2020-11-24,0.0161136996756869,0.21911456705735508,0,BEAR
2020-11-25,-0.0015416154828632,0.16932495093778638,0,BEAR
2020-11-27,0.0027848051989789,0.16853486241393795,0,BEAR
2020-11-30,-0.0044270101697461,0.16252698151594003,0,BEAR
2020-12-01,0.0109372374518474,0.16239740222665758,0,BEAR
2020-12-02,0.0021038984057912,0.15584277493339624,2,BULL
2020-12-03,-0.0002725610995607,0.14136744550997063,2,BULL
2020-12-04,0.0086175173219735,0.12961596105040035,2,BULL
2020-12-07,-0.0020546810038056,0.13033442048116375,2,BULL
2020-12-08,0.002925938521044,0.12500812293133393,2,BULL
2020-12-09,-0.0089687085024279,0.13062571055099603,2,BULL
2020-12-10,-0.0003272882703535,0.1290940466044354,2,BULL
2020-12-11,-0.0011724283456575,0.12274019395560154,2,BULL
2020-12-14,-0.0044773257907249,0.11603931107215394,2,BULL
2020-12-15,0.0135192172814631,0.1174572985890491,2,BULL
2020-12-16,0.0015695890064633,0.1150287088410861,2,BULL
2020-12-17,0.0055920500629902,0.10438509164691771,2,BULL
2020-12-18,-0.0039929245563845,0.10634718887089634,2,BULL
2020-12-21,-0.0035756367879875,0.10341009340883957,2,BULL
2020-12-22,-0.0016851881541635,0.10303592561781227,2,BULL
2020-12-23,0.0008985868133319,0.08757207098688753,2,BULL
2020-12-24,0.0038903210519911,0.0877494941242208,2,BULL
2020-12-28,0.0085911012181416,0.09157037733606982,2,BULL
2020-12-29,-0.0019079416401762,0.08987073917099384,2,BULL
2020-12-30,0.0014268268082908,0.08269378510466172,2,BULL
2020-12-31,0.0050807277733209,0.08387085644322727,2,BULL
2021-01-04,-0.0136141071512733,0.09895711783267913,2,BULL
2021-01-05,0.0068872198687233,0.09725442800510829,2,BULL
2021-01-06,0.0059786256670895,0.0987016955184918,2,BULL
2021-01-07,0.0148576040527199,0.11044717547360715,2,BULL
2021-01-08,0.005697497121629,0.10422987942684686,2,BULL
2021-01-11,-0.0067405033957618,0.10865331521633333,2,BULL
2021-01-12,0.0002109047329594,0.10825465987295121,2,BULL
2021-01-13,0.0026931076055389,0.10560272814973685,2,BULL
2021-01-14,-0.0035020005898215,0.09860414678167549,2,BULL
2021-01-15,-0.0072924281842242,0.10332782515388549,2,BULL
2021-01-19,0.0078519167860762,0.10496561091927259,2,BULL
2021-01-20,0.0138387293265833,0.11234324710906116,2,BULL
2021-01-21,0.0009116466629559,0.11051474435159768,2,BULL
2021-01-22,-0.0035394637014809,0.1115711054529087,2,BULL
2021-01-25,0.0039435284337494,0.11165578023874162,2,BULL
2021-01-26,-0.0015606690311723,0.11227699107751793,2,BULL
2021-01-27,-0.0244407989895248,0.14342462216326002,0,BEAR
2021-01-28,0.0086006496219561,0.1460674368030052,0,BEAR
2021-01-29,-0.0200196415792702,0.1637410924444974,0,BEAR
2021-02-01,0.0166454957212427,0.17354741592752332,0,BEAR
2021-02-02,0.0141402004243589,0.17183964514184447,0,BEAR
2021-02-03,0.0007862283232413,0.17078576788762384,0,BEAR
2021-02-04,0.0113657553548836,0.17372436733056051,0,BEAR
2021-02-05,0.0039358023926339,0.16696611942665604,0,BEAR
2021-02-08,0.0072219919300682,0.16760012625427556,0,BEAR
2021-02-09,-0.0006658864225809,0.16512655954599695,0,BEAR
2021-02-10,-0.0004357869372153,0.16521237451884688,0,BEAR
2021-02-11,0.0016151763552663,0.16515549592491163,0,BEAR
2021-02-12,0.0049399653387438,0.16450195480976845,0,BEAR
2021-02-16,-0.0008660186472524,0.1612934490176651,0,BEAR
2021-02-17,0.0002295051064886,0.16002369366789554,0,BEAR
2021-02-18,-0.0042562012356271,0.15482305476740227,0,BEAR
2021-02-19,-0.0017659016071921,0.15511815582656452,0,BEAR
2021-02-22,-0.0076916777511909,0.15734085415965682,0,BEAR
2021-02-23,0.0012144241182585,0.15686597367908744,0,BEAR
2021-02-24,0.0110194036738657,0.1610283962499151,0,BEAR
2021-02-25,-0.0240957541530778,0.16030617905792796,0,BEAR
2021-02-26,-0.0051529871900003,0.1591965177732504,0,BEAR
2021-03-01,0.0242403051543138,0.16137791311858957,0,BEAR
2021-03-02,-0.0078029419803464,0.15645781200370232,0,BEAR
2021-03-03,-0.013245855917856,0.15707634374782303,0,BEAR
2021-03-04,-0.0123747164422117,0.1630682043119227,0,BEAR
2021-03-05,0.0183964343337275,0.17161288033690875,0,BEAR
2021-03-08,-0.0049787239083139,0.1716277348234793,0,BEAR
2021-03-09,0.0142775290743235,0.1776801468187076,0,BEAR
2021-03-10,0.0062244486446467,0.17920479304900452,0,BEAR
2021-03-11,0.0101391084368429,0.1827793649163401,0,BEAR
2021-03-12,0.0013469737618416,0.18276020370230828,0,BEAR
2021-03-15,0.0059636283629875,0.1831265503914453,0,BEAR
2021-03-16,-0.0012614788513846,0.1831722256273457,0,BEAR
2021-03-17,0.0034099480972786,0.1834527203341341,0,BEAR
2021-03-18,-0.0145496216500911,0.19062481829212166,0,BEAR
2021-03-19,-0.0018502418149806,0.19063638755484413,0,BEAR
2021-03-22,0.0079847764002412,0.1901922203364886,0,BEAR
2021-03-23,-0.0078707277007599,0.19273871061766049,0,BEAR
2021-03-24,-0.0050834481779507,0.18952098187928826,0,BEAR
2021-03-25,0.0056256361235429,0.1682235796199059,0,BEAR
2021-03-26,0.016115062772352,0.17444271680283918,0,BEAR
2021-03-29,-0.0005051855789637,0.15395293771055754,2,BULL
2021-03-30,-0.0026530090859983,0.15110722036209948,2,BULL
2021-03-31,0.0040533753444886,0.14124321488357183,2,BULL
2021-04-01,0.0107990744496146,0.13343811818354714,2,BULL
2021-04-05,0.0143531162012859,0.12802472509684734,2,BULL
2021-04-06,-0.0005906733748644,0.12528074459525834,2,BULL
2021-04-07,0.0011571716196558,0.11850091646933289,2,BULL
2021-04-08,0.0047468381060444,0.11802329542129147,2,BULL
2021-04-09,0.0072702774663833,0.11600400019902689,2,BULL
2021-04-12,0.000364509060224,0.11617716855444585,2,BULL
2021-04-13,0.0029636145426572,0.11543340724043975,2,BULL
2021-04-14,-0.0034150790233768,0.11654365119699034,2,BULL
2021-04-15,0.0107424606683161,0.12046367543927786,2,BULL
2021-04-16,0.0033424074140531,0.10228035788455095,2,BULL
2021-04-19,-0.0049129188837342,0.10490075835424675,2,BULL
2021-04-20,-0.00732155322845,0.10965089532053351,2,BULL
2021-04-21,0.0094622317524972,0.10516337817636523,2,BULL
2021-04-22,-0.0091331800237444,0.11031467717482737,2,BULL
2021-04-23,0.0108422604637001,0.11339530141498316,2,BULL
2021-04-26,0.002087722339497,0.1029592960059435,2,BULL
2021-04-27,-0.0002156720043927,0.10284547074975545,2,BULL
2021-04-28,-0.0002872865067513,0.10154784720029245,2,BULL
2021-04-29,0.0063727076052171,0.1022541281011405,2,BULL
2021-04-30,-0.0065705050879912,0.1031131309635296,2,BULL
2021-05-03,0.0021567607421444,0.09236018730733085,2,BULL
2021-05-04,-0.0061691484605335,0.0960465477975574,2,BULL
2021-05-05,0.0003127477520421,0.09609529017632494,2,BULL
2021-05-06,0.0079853107026692,0.09837166810187409,2,BULL
2021-05-07,0.0072782217320412,0.09837807326038274,2,BULL
2021-05-10,-0.0099025324758584,0.10611153834973606,2,BULL
2021-05-11,-0.0089246883762067,0.11114010190050329,2,BULL
2021-05-12,-0.021245077750982,0.1343919565788432,2,BULL
2021-05-13,0.0120121915932021,0.1358936225084644,2,BULL
2021-05-14,0.0153554879083217,0.14681606624000115,2,BULL
2021-05-17,-0.0025443232578852,0.14601210050746163,2,BULL
2021-05-18,-0.0086155334471645,0.14695102118591932,2,BULL
2021-05-19,-0.0026220247707656,0.14284808527979287,2,BULL
2021-05-20,0.0107578868725417,0.14451237986780027,2,BULL
2021-05-21,-0.0008185651068418,0.13916939985963347,2,BULL
2021-05-24,0.0101942700619295,0.14381845920694925,2,BULL
2021-05-25,-0.0022188134735197,0.14407550231546212,2,BULL
2021-05-26,0.0019843257818994,0.1442147858693864,2,BULL
2021-05-27,0.0005250938159064,0.1423984273932729,2,BULL
2021-05-28,0.0017887962924967,0.14040182195197093,2,BULL
2021-06-01,-0.0008808929547104,0.14030153701501283,2,BULL
2021-06-02,0.0015727184479137,0.13830812478763688,2,BULL
2021-06-03,-0.0037113070866483,0.13915388188512287,2,BULL
2021-06-04,0.0091457275014403,0.14005107208049805,2,BULL
2021-06-07,-0.0009700906577131,0.13776420226452527,2,BULL
2021-06-08,0.0002131007979895,0.1326623160013417,2,BULL
2021-06-09,-0.0014918507661544,0.1281691681898196,2,BULL
2021-06-10,0.0046482394002105,0.09823407049306522,2,BULL
2021-06-11,0.0016525530802773,0.09116045689470868,2,BULL
2021-06-14,0.0022390888576377,0.0756714553786584,2,BULL
2021-06-15,-0.0018342558505697,0.0752659552693358,2,BULL
2021-06-16,-0.0055831973166261,0.07071854125618969,2,BULL
2021-06-17,-0.0003317930969743,0.0695213140946283,2,BULL
2021-06-18,-0.013490576280673,0.07865539986024082,2,BULL
2021-06-21,0.0143160070391372,0.09322713878860177,2,BULL
2021-06-22,0.0053463001975806,0.08826497491141652,2,BULL
2021-06-23,-0.0012054174776092,0.08790128439794812,2,BULL
2021-06-24,0.0059157722595226,0.08975341016910449,2,BULL
2021-06-25,0.0035521062299119,0.09023064135254302,2,BULL
2021-06-28,0.002016021278465,0.09025909973225771,2,BULL
2021-06-29,0.0005378663535458,0.08999542609336299,2,BULL
2021-06-30,0.0008417157483999,0.08998479859900912,2,BULL
2021-07-01,0.0055366603626485,0.0894258002626566,2,BULL
2021-07-02,0.0076435995154082,0.08787976460302652,2,BULL
2021-07-06,-0.0018215937451301,0.08824553902228917,2,BULL
2021-07-07,0.0035340015421587,0.08842280587212899,2,BULL
2021-07-08,-0.008147813563995,0.09446097013004585,2,BULL
2021-07-09,0.0106748205367965,0.09960339251492539,2,BULL
2021-07-12,0.0035817437859975,0.09985977968752789,2,BULL
2021-07-13,-0.003408822633102,0.10143002768599585,2,BULL
2021-07-14,0.001492103728313,0.10071508996180925,2,BULL
2021-07-15,-0.0034156841527428,0.09895754491869539,2,BULL
2021-07-16,-0.0078433218282606,0.10440339469540814,2,BULL
2021-07-19,-0.0147680637064476,0.10687028000853918,2,BULL
2021-07-20,0.0143307759657995,0.10689429586429926,2,BULL
2021-07-21,0.0080960406564416,0.10873205921907732,2,BULL
2021-07-22,0.0020941390937978,0.10833074839209693,2,BULL
2021-07-23,0.0102879312503976,0.11174066191807565,2,BULL
2021-07-26,0.0024548186678139,0.11157249734924422,2,BULL
2021-07-27,-0.0045572958380292,0.1137333640495174,2,BULL
2021-07-28,-0.0004103113172384,0.11387367184372485,2,BULL
2021-07-29,0.0041474292836514,0.1142972421622456,2,BULL
2021-07-30,-0.0048565436746188,0.11534789991107083,2,BULL
2021-08-02,-0.0020978927229031,0.11301577437667752,2,BULL
2021-08-03,0.0081354766770458,0.11583154723355656,2,BULL
2021-08-04,-0.0049189943700146,0.11722406589366065,2,BULL
2021-08-05,0.006332737948979,0.11421492802153081,2,BULL
2021-08-06,0.0016525711277584,0.10871655369933193,2,BULL
2021-08-09,-0.0008134349923996,0.10835261890406048,2,BULL
2021-08-10,0.0012439187886246,0.10732518345820195,2,BULL
2021-08-11,0.0024848201240275,0.10746425117719755,2,BULL
2021-08-12,0.0029969791615205,0.10647144580449291,2,BULL
2021-08-13,0.0018197109915418,0.10096911748235213,2,BULL
2021-08-16,0.0023546700664971,0.08010571908118434,2,BULL
2021-08-17,-0.0065552506823314,0.0733506469802921,2,BULL
2021-08-18,-0.010944942185634,0.0813280171275776,2,BULL
2021-08-19,0.001548241076851,0.08121288601213235,2,BULL
2021-08-20,0.0079571838206045,0.07784454117440284,2,BULL
2021-08-23,0.0087963855957435,0.0831406365267654,2,BULL
2021-08-24,0.0015875162157437,0.08079987084412792,2,BULL
2021-08-25,0.0020982525993065,0.08070025961632514,2,BULL
2021-08-26,-0.0059029608427356,0.08358069550989596,2,BULL
2021-08-27,0.0089408987711741,0.085851677809818,2,BULL
2021-08-30,0.0043975067353752,0.08550138227643769,2,BULL
2021-08-31,-0.0014813709310149,0.0826077150292088,2,BULL
2021-09-01,0.000531397515767,0.0794770074864464,2,BULL
2021-09-02,0.0030766297701618,0.07764433019074454,2,BULL
2021-09-03,-0.000242812589675,0.07781805519965629,2,BULL
2021-09-07,-0.0035754020140847,0.079365556384584,2,BULL
2021-09-08,-0.0012184274343584,0.07976872864289829,2,BULL
2021-09-09,-0.0042802148362148,0.08161680262966506,2,BULL
2021-09-10,-0.0078846019459868,0.08637119857881073,2,BULL
2021-09-13,0.0025594017674535,0.08661166164291136,2,BULL
2021-09-14,-0.0053966527399929,0.08827563769881391,2,BULL
2021-09-15,0.0083527160238887,0.09010567624824965,2,BULL
2021-09-16,-0.0015853183896715,0.07996711392903058,2,BULL
