date,capital
2024-12-27 05:00:00,100000.0
2024-12-30 05:00:00,98337.25203453156
2024-12-31 05:00:00,97067.5511069041
2025-01-02 05:00:00,95972.51414891197
2025-01-03 05:00:00,98082.47659775027
2025-01-06 05:00:00,99690.46505318073
2025-01-07 05:00:00,97188.17806768566
2025-01-08 05:00:00,97640.35004534252
2025-01-10 05:00:00,95061.09280630999
2025-01-13 05:00:00,94947.43026299705
2025-01-14 05:00:00,95169.51559966945
2025-01-15 05:00:00,97143.35996383062
2025-01-16 05:00:00,96389.5050219462
2025-01-17 05:00:00,98236.57114209625
2025-01-21 05:00:00,99620.4470291818
2025-01-22 05:00:00,101334.72002749259
2025-01-23 05:00:00,101972.42070959901
2025-01-24 05:00:00,101196.99440841976
2025-01-27 05:00:00,98240.33554304343
2025-01-28 05:00:00,100466.80457530312
2025-01-29 05:00:00,99032.28883512884
2025-01-30 05:00:00,100524.2712523901
2025-01-31 05:00:00,99418.99569359202
2025-02-03 05:00:00,97699.11911988557
2025-02-04 05:00:00,99197.97098968628
2025-02-05 05:00:00,100092.97219816956
2025-02-06 05:00:00,100602.91330936986
2025-02-07 05:00:00,98705.96723676476
2025-02-10 05:00:00,99951.9143082
2025-02-11 05:00:00,100146.08014622115
2025-02-12 05:00:00,99696.1848772149
2025-02-13 05:00:00,102414.29731370215
2025-02-14 05:00:00,101963.82313704341
2025-02-18 05:00:00,103318.51501117874
2025-02-19 05:00:00,103118.68246137547
2025-02-20 05:00:00,102163.244520219
2025-02-21 05:00:00,98706.9104571779
2025-02-24 05:00:00,97887.06674985538
2025-02-25 05:00:00,96676.1936908297
2025-02-26 05:00:00,96699.0789766585
2025-02-27 05:00:00,93400.0635127449
2025-02-28 05:00:00,96084.60358704279
2025-03-03 05:00:00,92950.65351754971
2025-03-04 05:00:00,90900.97372011666
2025-03-05 05:00:00,92542.3704096831
2025-03-06 05:00:00,89610.49734100382
2025-03-07 05:00:00,90684.19314050634
2025-03-10 04:00:00,86323.15448110383
2025-03-11 04:00:00,85243.48648239435
2025-03-12 04:00:00,85732.34269984257
2025-03-13 04:00:00,83419.43822359527
2025-03-14 04:00:00,86808.7135928636
2025-03-17 04:00:00,88279.70174078367
2025-03-18 04:00:00,86490.24635014389
2025-03-19 04:00:00,88261.24317492772
2025-03-20 04:00:00,88277.56773637314
2025-03-21 04:00:00,87606.09371374326
2025-03-24 04:00:00,90704.59581650537
2025-03-25 04:00:00,91033.72947147036
2025-03-26 04:00:00,88891.16866404751
2025-03-27 04:00:00,88881.63033024754
2025-03-28 04:00:00,85923.9188344443
2025-03-31 04:00:00,87178.03660524657
2025-04-01 04:00:00,89647.13714639591
2025-04-02 04:00:00,89092.76802409142
2025-04-03 04:00:00,95157.17576523406
2025-04-04 04:00:00,100293.80187739803
2025-04-07 04:00:00,101257.32329367915
2025-04-08 04:00:00,102601.94423427523
2025-04-09 04:00:00,91522.40621103175
2025-04-10 04:00:00,97036.67725223952
2025-04-11 04:00:00,93308.96105529308
2025-04-14 04:00:00,97040.15340001875
2025-04-15 04:00:00,94978.36382942142
2025-04-16 04:00:00,94423.27502796424
2025-04-17 04:00:00,96902.19668235343
2025-04-21 04:00:00,101161.00238812185
2025-04-22 04:00:00,99908.32437441632
2025-04-23 04:00:00,99785.11423011476
2025-04-24 04:00:00,97546.08419623665
2025-04-25 04:00:00,94701.25748236134
2025-04-28 04:00:00,94831.52969770523
2025-04-29 04:00:00,92658.9907165911
2025-04-30 04:00:00,94784.8560106499
2025-05-01 04:00:00,93740.90187887548
2025-05-02 04:00:00,90418.58175675274
2025-05-05 04:00:00,90261.66509581679
2025-05-06 04:00:00,91944.44425129436
2025-05-07 04:00:00,90290.51490405286
2025-05-08 04:00:00,87844.29483454829
2025-05-09 04:00:00,88471.77982025094
2025-05-12 04:00:00,85918.1407534458
2025-05-13 04:00:00,84273.32632590432
2025-05-14 04:00:00,83203.88885081607
2025-05-15 04:00:00,83236.95145369248
2025-05-16 04:00:00,79786.94420562757
2025-05-19 04:00:00,76996.71595981892
2025-05-20 04:00:00,75937.57889264578
2025-05-21 04:00:00,76888.87628807177
2025-05-22 04:00:00,77427.42069426764
2025-05-23 04:00:00,80720.5858100822
2025-05-27 04:00:00,80616.49882882871
2025-05-28 04:00:00,80793.27643424786
2025-05-29 04:00:00,80418.03987398857
2025-05-30 04:00:00,78477.44973987705
2025-06-02 04:00:00,79687.51727935795
2025-06-03 04:00:00,80823.21575843923
2025-06-04 04:00:00,81413.90793284876
2025-06-05 04:00:00,79895.3308258475
2025-06-06 04:00:00,81579.96275298603
2025-06-09 04:00:00,82329.75117663729
2025-06-10 04:00:00,83369.03409070912
2025-06-11 04:00:00,82941.47789875863
2025-06-12 04:00:00,83533.99319661205
2025-06-13 04:00:00,81317.7554915389
2025-06-16 04:00:00,83642.32572194794
2025-06-17 04:00:00,82026.74563031069
2025-06-18 04:00:00,82031.81119511851
2025-06-20 04:00:00,81129.61560878703
2025-06-23 04:00:00,82557.87845742423
2025-06-24 04:00:00,85259.55614132222
2025-06-25 04:00:00,86219.31107225367
2025-06-26 04:00:00,88175.2154219617
2025-06-27 04:00:00,89525.25257199493
2025-06-30 04:00:00,90405.72931591548
2025-07-01 04:00:00,89070.45586276751
2025-07-02 04:00:00,90399.25648543642
2025-07-03 04:00:00,93018.27954097828
2025-07-07 04:00:00,91307.49975643432
2025-07-08 04:00:00,91099.43575892583
2025-07-09 04:00:00,92166.99016559469
2025-07-10 04:00:00,91037.64061090174
2025-07-11 04:00:00,90452.6108610612
2025-07-14 04:00:00,90879.23681719236
2025-07-15 04:00:00,91177.25074745725
2025-07-16 04:00:00,91449.36179113126
2025-07-17 04:00:00,93644.83532442662
2025-07-18 04:00:00,93796.5445341201
2025-07-21 04:00:00,94624.41046406489
2025-07-22 04:00:00,93206.10741239133
2025-07-23 04:00:00,94190.17281135263
2025-07-24 04:00:00,94159.64523320124
2025-07-25 04:00:00,95232.22904774407
2025-07-28 04:00:00,96320.24221029232
2025-07-29 04:00:00,95855.24074383167
2025-07-30 04:00:00,95534.04492861801
2025-07-31 04:00:00,94927.11071788993
2025-08-01 04:00:00,90986.57896689582
2025-08-04 04:00:00,94858.86056672368
2025-08-05 04:00:00,92921.39771346175
2025-08-06 04:00:00,95164.476852789
2025-08-07 04:00:00,95897.73828133715
2025-08-08 04:00:00,97798.38312512038
2025-08-11 04:00:00,97014.01540104195
2025-08-12 04:00:00,99821.14310696264
2025-08-13 04:00:00,99507.46858762226
2025-08-14 04:00:00,99278.70707033701
2025-08-15 04:00:00,98352.10874093158
2025-08-18 04:00:00,98438.10497389463
2025-08-19 04:00:00,95723.1169335255
2025-08-20 04:00:00,94090.81965543196
2025-08-21 04:00:00,92645.75001652002
2025-08-22 04:00:00,96054.29320760457
2025-08-25 04:00:00,95600.5574576934
2025-08-26 04:00:00,96147.18494104006
2025-08-27 04:00:00,96963.89240750858
2025-08-28 04:00:00,98321.2297254347
2025-08-29 04:00:00,96227.65840026167
2025-09-02 04:00:00,94557.02909746268
2025-09-03 04:00:00,96864.88114928335
2025-09-04 04:00:00,99332.30709052882
2025-09-05 04:00:00,99601.36892616849
2025-09-08 04:00:00,101015.99071966484
2025-09-09 04:00:00,101866.39705915324
2025-09-10 04:00:00,102434.71971289528
2025-09-11 04:00:00,103208.70363568398
2025-09-12 04:00:00,104507.22259278402
2025-09-15 04:00:00,106844.8575080124
2025-09-16 04:00:00,105936.98945332544
2025-09-17 04:00:00,105008.09554814067
2025-09-18 04:00:00,106289.42134433036
2025-09-19 04:00:00,107810.78224739849
2025-09-22 04:00:00,109180.21325064526
2025-09-23 04:00:00,108131.84603335934
2025-09-24 04:00:00,107338.81170027946
2025-09-25 04:00:00,106978.5107921281
2025-09-26 04:00:00,107319.9621818403
2025-09-29 04:00:00,107751.68447805432
2025-09-30 04:00:00,108349.42686031116
2025-10-01 04:00:00,109635.86335287754
2025-10-02 04:00:00,110648.51745441463
2025-10-03 04:00:00,108802.92071284869
2025-10-06 04:00:00,110624.32212228549
2025-10-07 04:00:00,108856.16032447903
2025-10-08 04:00:00,111925.02240633615
2025-10-09 04:00:00,111769.5630756934
2025-10-10 04:00:00,102694.17051916517
2025-10-13 04:00:00,107295.08584259458
2025-10-14 04:00:00,105279.8718550037
2025-10-15 04:00:00,106930.71089869372
2025-10-16 04:00:00,106405.60076160583
2025-10-17 04:00:00,107621.03372091532
2025-10-20 04:00:00,110829.3453114497
2025-10-21 04:00:00,110584.6264137776
2025-10-22 04:00:00,107866.40862332392
2025-10-23 04:00:00,109893.35809376737
2025-10-24 04:00:00,112246.53079717491
2025-10-27 04:00:00,116728.29722469117
2025-10-28 04:00:00,118523.28672830692
2025-10-29 04:00:00,120389.48410886877
2025-10-30 04:00:00,116031.12078472321
2025-10-31 04:00:00,117129.02306429196
2025-11-03 05:00:00,118531.45200673008
2025-11-04 05:00:00,112770.93658503168
2025-11-05 05:00:00,114425.35060181019
2025-11-06 05:00:00,109581.80835727541
2025-11-07 05:00:00,108972.43930947175
2025-11-10 05:00:00,114326.96163035024
2025-11-11 05:00:00,113382.3865641626
2025-11-12 05:00:00,113073.7924095552
2025-11-13 05:00:00,107017.86922676722
2025-11-14 05:00:00,106779.38631863608
2025-11-17 05:00:00,105065.67768188744
2025-11-18 05:00:00,102585.59236435569
2025-11-19 05:00:00,103900.0309315044
2025-11-20 05:00:00,98444.7288666221
2025-11-21 05:00:00,100120.64507547356
2025-11-24 05:00:00,106835.54525983956
2025-11-25 05:00:00,108611.80958025313
2025-11-26 05:00:00,110731.24728536235
2025-11-28 05:00:00,112471.94256825127
2025-12-01 05:00:00,111120.14155024955
2025-12-02 05:00:00,113241.10642013702
2025-12-03 05:00:00,113627.16899406727
2025-12-04 05:00:00,112933.29142103365
2025-12-05 05:00:00,113837.11091209788
2025-12-08 05:00:00,113032.2664419239
2025-12-09 05:00:00,113847.64648378972
2025-12-10 05:00:00,115149.14892117502
2025-12-11 05:00:00,114207.55340237875
2025-12-12 05:00:00,109468.9169768758
2025-12-15 05:00:00,108197.00420731795
2025-12-16 05:00:00,108477.23387307941
2025-12-17 05:00:00,104274.60930539922
2025-12-18 05:00:00,107883.69138007017
2025-12-19 05:00:00,110795.75172649165
2025-12-22 05:00:00,111579.31665867663
2025-12-23 05:00:00,112505.08678758562
2025-12-24 05:00:00,112842.48371405102
2025-12-26 05:00:00,113087.22213832817
2025-12-29 05:00:00,112359.04995728025
2025-12-30 05:00:00,111317.96745455656
2025-12-31 05:00:00,109360.07430495809
2026-01-02 05:00:00,108629.47475747994
2026-01-05 05:00:00,110461.31336163545
2026-01-06 05:00:00,112549.6003503126
2026-01-07 05:00:00,112603.26160094043
2026-01-08 05:00:00,111055.9873017678
2026-01-09 05:00:00,113421.50265024994
2026-01-12 05:00:00,113703.81362450354
2026-01-13 05:00:00,113298.62993312118
2026-01-14 05:00:00,110331.51625207966
2026-01-15 05:00:00,111011.15445898197
2026-01-16 05:00:00,110637.03760172601
2026-01-20 05:00:00,105329.15715962139
2026-01-21 05:00:00,106303.18672791413
2026-01-21 05:00:00,106303.18672791413
